BOND
CR-NA-H     50.0      120.00    AA his,    changed based on NMA nmodes
CW-NA-H     50.0      120.00    AA his,    changed based on NMA nmodes
CN-NA-CW    70.0      111.60    AA trp
CN-NA-H     50.0      123.10    AA trp,    changed based on NMA nmodes
CB-NB-CK    70.0      103.80
CB-NB-CP    70.0      103.80
CC-NB-CR    70.0      117.00    AA his
CR-NB-CV    70.0      117.00    AA his
C -NC-CA    70.0      120.50
CA-NC-CB    70.0      112.20
CA-NC-CQ    70.0      118.60
CB-NC-CQ    70.0      111.00
C -OH-HO    50.0      113.00    (not used in tyr anymore)
CA-OH-HO    50.0      113.00    replacement in tyr
CT-OH-HO    55.0      108.50
HO-OH-P     45.0      108.50
C -OS-CT    60.0      117.00    Junmei et al, 1999
CM-OS-CT    60.0      117.00    Junmei et al, 1999
CS-OS-CT    60.0      117.00    Junmei et al, 1999
CT-OS-CT    60.0      109.50
CT-OS-P    100.0      120.50
C -OS-P    100.0      120.50    phosphotyrosine
P -OS-P    100.0      120.50
O2-P -OH    45.0      108.23
O2-P -O2   140.0      119.90
OP-P -OP   140.0      119.90
OP-P -OS   100.0      108.23
O2-P -OS   100.0      108.23
OH-P -OS    45.0      102.60
OS-P -OS    45.0      102.60
CT-S -CT    62.0       98.90    AA met
CT-S -S     68.0      103.70    AA cyx             (SCHERAGA  JPC 79,1428)
CT-SH-HS    43.0       96.00    changed from 44.0 based on methanethiol nmodes
HS-SH-HS    35.0       92.07    AA cys
CB-NB-EP   150.0       126.0    NA
CC-NB-EP   150.0       126.0    his,NA
CK-NB-EP   150.0       126.0    NA
CP-NB-EP   150.0       126.0    NA
CR-NB-EP   150.0       126.0    his,NA
CV-NB-EP   150.0       126.0    his,NA
C -NC-EP   150.0       120.0    NA
CA-NC-EP   150.0       120.0    NA
CB-NC-EP   150.0       120.0    NA
CQ-NC-EP   150.0       120.0    NA
CT-N3-EP   150.0       109.5    in neutral lysine
H -N3-EP   150.0       109.5    in neutral lysine
CT-NT-EP   150.0       109.5
H -NT-EP   150.0       109.5
C -O -EP   150.0       120.0
EP-O -EP   150.0       120.0
C -OH-EP   150.0       120.0
CT-OH-EP   150.0       109.5
HO-OH-EP   150.0       109.5
EP-OH-EP   150.0       109.5
C -OS-EP   150.0       109.5 
CM-OS-EP   150.0       109.5    methyl vinyl ether
CS-OS-EP   150.0       109.5    methyl vinyl ether
CT-OS-EP   150.0       109.5
EP-OS-EP   150.0       109.5
CT-S -EP   150.0        90.0    cys,cyx,met
CT-SH-EP   150.0        90.0    cys,cyx,met
P -OS-EP   150.0       109.5    NA
EP-S -EP   150.0       180.0    cys,cyx,met
EP-SH-EP   150.0       180.0    cys,cyx,met
HS-SH-EP   150.0        90.0    cys  
H1-CI-CT    50.0      109.50    parmbsc0
H1-CI-H1    35.0      109.50    parmbsc0
CI-CT-H1    50.0      109.50    parmbsc0
CI-CT-OS    50.0      109.50    parmbsc0
CI-CT-CT    40.0      109.50    parmbsc0
OS-CI-H1    50.0      109.50   parmbsc0
OS-CI-CT    50.0      109.50   parmbsc0
P -OS-CI   100.0      120.50   parmbsc0
OH-CI-H1    50.0      109.50   parmbsc0
OH-CI-CT    50.0      109.50   parmbsc0
HO-OH-CI    55.0      108.50   parmbsc0
H5-C5-N*    50.0      123.05
H5-C5-NB    50.0      123.05
N*-C5-NB    70.0      113.90
CB-N*-C5    70.0      105.40
C5-N*-CT    70.0      128.80
CB-NB-C5    70.0      103.80
C4-C -NA    70.0      114.10
C4-C -O     80.0      125.30
C4-CA-N2    70.0      120.10
C4-CA-NC    70.0      121.50
C -C4-C4    63.0      120.70    changed from 85.0  bsd on C6H6 nmodes; NA thy
C -C4-CT    70.0      119.70
C -C4-HA    50.0      119.70
C -C4-H4    50.0      119.70
CA-C4-C4    63.0      117.00    changed from 85.0  bsd on C6H6 nmodes; NA cyt
CA-C4-HA    50.0      123.30
CA-C4-H4    50.0      123.30
C4-C4-CT    70.0      119.70
C4-C4-HA    50.0      119.70
C4-C4-H4    50.0      119.70
C4-C4-N*    70.0      121.20
H4-C4-N*    50.0      119.10
H1-CT-C4    50.0      109.50    Junmei et al, 1999 
HC-CT-C4    50.0      109.50    changed based on NMA nmodes
C -N*-C4    70.0      121.60
C4-N*-CT    70.0      121.20
EP-S -S    150.0       96.70    AA cyx (dac, from parm91 LP-S-S)
